name	surname	firstname	midname	gender	ethnics	age	birthday	department	depjoindate	position	rank	rankdate	rankage
МОСТЫКА ИВАН СЕРГЕЕВИЧ	Мостыка	Иван	Сергеевич	m	slav	64	07.02.1949	ГЕНКОНСУЛЬСТВО РОССИИ В ДАРХАНЕ, МОНГОЛИЯ 	18.01.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.06.2006	57
МУСТАФАБЕЙЛИ АЛИ МИТХАДОВИЧ	Мустафабейли	Али	Митхадович	m		64	21.10.1948	ГЕНКОНСУЛЬСТВО РОССИИ В ИСФАГАНЕ, ИРАН 	17.01.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	19.10.1996	47
НИКИФОРОВ АНДРЕЙ АЛЕКСАНДРОВИЧ	Никифоров	Андрей	Александрович	m	slav	54	30.01.1959	ДЕП. ПО ГУМ. СОТРУДНИЧЕСТВУ И ПРАВАМ ЧЕЛ. 	02.07.2007	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.06.2009	50
НИКИФОРОВ ВЯЧЕСЛАВ ВАСИЛЬЕВИЧ	Никифоров	Вячеслав	Васильевич	m	slav	64	04.12.1948	ПОСОЛЬСТВО РОССИИ НА МАВРИКИИ 	20.04.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.04.2006	57
НИКИФОРОВ ЮРИЙ ВАСИЛЬЕВИЧ	Никифоров	Юрий	Васильевич	m	slav	66	15.11.1946	ПОСОЛЬСТВО РОССИИ В ЛАТВИИ 	25.03.2010	СОВЕТНИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.09.2006	59
НИКОЛАЕВ АЛЕКСАНДР АЛЕКСЕЕВИЧ	Николаев	Александр	Алексеевич	m	slav	62	30.10.1950	ВТОРОЙ ДЕПАРТАМЕНТ АЗИИ 	01.11.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.09.2006	55
НИКОЛАЕВ ВЯЧЕСЛАВ ГЕННАДЬЕВИЧ	Николаев	Вячеслав	Геннадьевич	m	slav	59	24.08.1953	ГЕНКОНСУЛЬСТВО РОССИИ В ЛИЕПАЕ, ЛАТВИЯ 	31.05.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.04.2009	55
НИКОЛАЕВ СЕРГЕЙ АНАТОЛЬЕВИЧ	Николаев	Сергей	Анатольевич	m	slav	61	12.10.1951	ТРЕТИЙ ДЕПАРТАМЕНТ СТРАН СНГ 	13.10.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.12.1995	44
НОВИКОВ АЛЕКСЕЙ АЛЕКСЕЕВИЧ	Новиков	Алексей	Алексеевич	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	30.07.2012	0
НОВИКОВ ОЛЕГ АЛЕКСАНДРОВИЧ	Новиков	Олег	Александрович	m	slav	62	05.08.1950	ДЕПАРТАМЕНТ ЭКОНОМИЧЕСКОГО СОТРУДНИЧЕСТВА 	04.08.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.05.2010	59
НОВИКОВ ПАВЕЛ БОРИСОВИЧ	Новиков	Павел	Борисович	m	slav	66	04.01.1947	ЛАТИНОАМЕРИКАНСКИЙ ДЕПАРТАМЕНТ 	05.01.2007	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.11.1997	50
НУРИЗАДЕ АЛЕКСАНДР БЕЮКОВИЧ	Нуризаде	Александр	Беюкович	m	slav	54	14.02.1959	ПЕРВЫЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	20.10.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.09.2005	46
ОВЕРЧЕНКО СЕРГЕЙ АЛЕКСАНДРОВИЧ	Оверченко	Сергей	Александрович	m	slav	0	None			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	14.12.2012	0
ОВЕЧКО ГЕННАДИЙ АЛЕКСЕЕВИЧ	Овечко	Геннадий	Алексеевич	m	slav	45	14.06.1967	ГРУППА ПОСЛОВ ПО ОСОБЫМ ПОРУЧЕНИЯМ МИД РФ 	02.02.2011	ПОСОЛ ПО ОСОБЫМ ПОРУЧЕНИЯМ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.10.2010	43
ОВСЯННИКОВ ВАЛЕНТИН ВАСИЛЬЕВИЧ	Овсянников	Валентин	Васильевич	m	slav	66	17.08.1946	СЕКЦИЯ ИНТЕРЕСОВ РФ ПРИ ПОСОЛ-ВЕ ШВЕЙЦАРИИ В ГРУЗИИ 	04.09.2010	СОВЕТНИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	30.03.2006	59
ОЗЕРОВ ОЛЕГ БОРИСОВИЧ	Озеров	Олег	Борисович	m	slav	54	20.08.1958	ПОСОЛЬСТВО РОССИИ В САУДОВСКОЙ АРАВИИ 	08.02.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.07.2007	48
ОЛИСОВ АЛЕКСАНДР ВАСИЛЬЕВИЧ	Олисов	Александр	Васильевич	m	slav	62	12.09.1950	ПОСОЛЬСТВО РОССИИ В ВЕНГРИИ 	14.01.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.04.2010	59
ОРДЖОНИКИДЗЕ ГРИГОРИЙ ЭДУАРДОВИЧ	Орджоникидзе	Григорий	Эдуардович	m	slav,geor	61	23.01.1952	ДЕПАРТАМЕНТ МЕЖДУНАРОДНЫХ ОРГАНИЗАЦИЙ 	02.08.2004	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	15.08.2011	59
ПАВЛОВ ВЛАДИМИР НИКОЛАЕВИЧ	Павлов	Владимир	Николаевич	m	slav	55	12.07.1957	ГЕНКОНСУЛЬСТВО РОССИИ В ТОРОНТО, КАНАДА 	01.10.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.07.2004	47
ПАНЕВКИН ИГОРЬ КОНСТАНТИНОВИЧ	Паневкин	Игорь	Константинович	m	slav	62	04.01.1951	ПРАВОВОЙ ДЕПАРТАМЕНТ 	05.01.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.06.2011	60
ПАНКИН АЛЕКСАНДР АНАТОЛЬЕВИЧ	Панкин	Александр	Анатольевич	m	slav	49	25.06.1963	ПОСТПРЕДСТВО РОССИИ ПРИ ООН, США 	26.03.2010	1-Й ЗАМ.ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.04.2008	44
ПАНТЕЛЕЕВ ЕВГЕНИЙ АЛЕКСАНДРОВИЧ	Пантелеев	Евгений	Александрович	m	slav	50	21.08.1962	ДЕПАРТАМЕНТ ИНФОРМАЦИИ И ПЕЧАТИ 	22.11.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.10.2008	46
ПАРАМОНОВ АЛЕКСЕЙ ВЛАДИМИРОВИЧ	Парамонов	Алексей	Владимирович	m	slav	51	01.01.1962	ГЕНКОНСУЛЬСТВО РОССИИ В МИЛАНЕ, ИТАЛИЯ 	16.09.2008	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	22.11.2010	48
ПАУЗИН ЛЕВ НИКОЛАЕВИЧ	Паузин	Лев	Николаевич	m	slav	65	01.01.1948	КОНСУЛЬСКИЙ ДЕПАРТАМЕНТ 	07.08.1997	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.04.1999	51
ПЕРАДЗЕ ЗУРАБ ГИВОВИЧ	Перадзе	Зураб	Гивович	m	geor	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
ПЕТЛЯКОВ СЕРГЕЙ ЯКОВЛЕВИЧ	Петляков	Сергей	Яковлевич	m	slav	63	08.10.1949	ГЕНКОНСУЛЬСТВО РОССИИ В АЛЕКСАНДРИИ, АРЕ 	23.07.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	15.01.2002	52
ПЕТРАЧКОВ АЛЕКСАНДР ФЕДОРОВИЧ	Петрачков	Александр	Федорович	m	slav	54	21.05.1958	ГЕНКОНСУЛЬСТВО РОССИИ В АНТВЕРПЕНЕ, БЕЛЬГИЯ 	17.08.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.04.2011	52
ПЕТРОВ СЕРГЕЙ ВЛАДИМИРОВИЧ	Петров	Сергей	Владимирович	m	slav	50	14.12.1962	ДЕПАРТАМЕНТ СЕВЕРНОЙ АМЕРИКИ 	29.03.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	16.07.2009	46
ПЕТРОВИЧ СЕРГЕЙ СВЯТОСЛАВОВИЧ	Петрович	Сергей	Святославович	m	slav	44	08.02.1969	ПОСОЛЬСТВО РОССИИ В ИРЛАНДИИ 	03.02.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.01.2011	41
ПИСИЦЫН СЕРГЕЙ АЛЕКСАНДРОВИЧ	Писицын	Сергей	Александрович	m	slav	56	16.09.1956	ПОСОЛЬСТВО РОССИИ В ЧИЛИ 	30.08.2007	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.11.2009	53
ПОГОДИН АЛЕКСЕЙ АЛЕКСАНДРОВИЧ	Погодин	Алексей	Александрович	m	slav	60	30.08.1952	ДЕПАРТАМЕНТ БЛИЖНЕГО ВОСТОКА И СЕВЕРНОЙ АФРИКИ 	07.04.2008	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.03.2007	54
ПОДБЕРЕЗКО СЕРГЕЙ НИКОЛАЕВИЧ	Подберезко	Сергей	Николаевич	m	slav	54	18.01.1959	ГЕНКОНСУЛЬСТВО РОССИИ В ШЭНЬЯНЕ, КНР 	08.02.2009	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	26.08.2011	52
ПОДЪЕЛЫШЕВ АНДРЕЙ ЛЕОНИДОВИЧ	Подъелышев	Андрей	Леонидович	m	slav	50	01.07.1962	КОНСУЛЬСКИЙ ДЕПАРТАМЕНТ 	27.04.2001	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.06.2009	46
ПОПОВ АЛЕКСЕЙ ВЛАДИМИРОВИЧ	Попов	Алексей	Владимирович	m	slav	51	19.04.1961	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	19.09.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.12.2008	47
ПОПОВ ИГОРЬ ВИТАЛЬЕВИЧ	Попов	Игорь	Витальевич	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.11.2011	0
ПОСПЕЛОВ ВАЛЕРИЙ ИВАНОВИЧ	Поспелов	Валерий	Иванович	m	slav	56	19.05.1956	ГЕНКОНСУЛЬСТВО РОССИИ В ЭРБИЛЕ, ИРАК 	24.02.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	31.07.2008	52
ПОСПЕЛОВ ВАСИЛИЙ БОРИСОВИЧ	Поспелов	Василий	Борисович	m	slav	55	19.06.1957	ДЕПАРТАМЕНТ ВНЕШНЕПОЛИТИЧЕСКОГО ПЛАНИРОВАНИЯ 	02.05.2007	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	15.07.2005	48
ПРИЦЕПОВ АНДРЕЙ АНАТОЛЬЕВИЧ	Прицепов	Андрей	Анатольевич	m	slav	52	06.05.1960	ВТОРОЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	07.09.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.06.2011	51
ПРОКОФЬЕВ АЛЕКСАНДР АЛЕКСЕЕВИЧ	Прокофьев	Александр	Алексеевич	m	slav	54	11.02.1959	ПОСОЛЬСТВО РОССИИ В ЛНДР 	07.02.2007	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.06.2009	50
ПРОКОФЬЕВ ПАВЕЛ АЛЕКСЕЕВИЧ	Прокофьев	Павел	Алексеевич	m	slav	54	13.07.1958	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	01.08.2006	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	02.06.1998	39
ПРОСВИРКИН АЛЕКСАНДР ЛЬВОВИЧ	Просвиркин	Александр	Львович	m	slav	57	12.05.1955	КОНСУЛЬСКИЙ ДЕПАРТАМЕНТ 	13.12.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	14.02.2003	47
ПРОХОРОВ ИВАН ВЛАДИМИРОВИЧ	Прохоров	Иван	Владимирович	m	slav	57	21.06.1955	ГЕНКОНСУЛЬСТВО РОССИИ В ОСАКЕ, ЯПОНИЯ 	01.09.2005	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.02.2002	46
ПУЧКОВ СЕРГЕЙ ЮРЬЕВИЧ	Пучков	Сергей	Юрьевич	m	slav	62	09.09.1950	ГЕНКОНСУЛЬСТВО РОССИИ В ГДАНЬСКЕ, ПОЛЬША 	26.04.2009	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.09.2002	52
ПУШКОВ ВЛАДИМИР АЛЕКСЕЕВИЧ	Пушков	Владимир	Алексеевич	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.11.2011	0
РАЦИБОРИНСКИЙ НИКОЛАЙ ЛЕОНИДОВИЧ	Рациборинский	Николай	Леонидович	m	slav	63	22.06.1949	ПОСОЛЬСТВО РОССИИ В КАМЕРУНЕ 	28.02.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.04.2006	56
РЕВА МИХАИЛ МИХАЙЛОВИЧ	Рева	Михаил	Михайлович	m	slav	63	13.10.1949	ГЕНКОНСУЛЬСТВО РОССИИ В КОНСТАНЦЕ, РУМЫНИЯ 	28.09.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2004	54
РОГОВ АЛЕКСЕЙ АЛЕКСАНДРОВИЧ	Рогов	Алексей	Александрович	m	slav	51	22.05.1961	ПОСОЛЬСТВО РОССИИ В ДАНИИ 	08.03.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.02.2007	45
РОГОВ СЕРГЕЙ СТЕФАНОВИЧ	Рогов	Сергей	Стефанович	m	slav	63	15.09.1949	ПОСОЛЬСТВО РОССИИ В НИГЕРИИ 	07.06.2006	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.12.2008	59
РОМАНЧЕНКО ИГОРЬ ВЛАДИМИРОВИЧ	Романченко	Игорь	Владимирович	m	slav	46	06.03.1958			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
РУДАКОВ АЛЕКСАНДР НИКОЛАЕВИЧ	Рудаков	Александр	Николаевич	m	slav	0	None			РУКОВОДИТЕЛЬ МИССИИ 	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.11.2012	0
РУНОВ ВАЛЕРИЙ БОРИСОВИЧ	Рунов	Валерий	Борисович	m	slav	64	10.08.1948	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	15.07.2005	56
САВВА МИХАИЛ ИВАНОВИЧ	Савва	Михаил	Иванович	m	slav	55	14.11.1957	ДЕПАРТАМЕНТ ЭКОНОМИЧЕСКОГО СОТРУДНИЧЕСТВА 	25.07.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.04.2010	52
САДИКОВ РАШИД СЕРГЕЕВИЧ	Садиков	Рашид	Сергеевич	m	slav,arab	54	20.06.1958	ГЕНКОНСУЛЬСТВО РОССИИ В АЛЕППО, СИРИЯ 	08.04.2007	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.09.2009	51
САЛОВ ВЛАДИМИР ПАВЛОВИЧ	Салов	Владимир	Павлович	m	slav	0	None			ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.11.2011	0
САЛТЫКОВ АЛЕКСЕЙ ЭДУАРДОВИЧ	Салтыков	Алексей	Эдуардович	m	slav	53	15.07.1959	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.02.2007	47
САФРОНОВ АЛЕКСАНДР АНАТОЛЬЕВИЧ	Сафронов	Александр	Анатольевич	m	slav	60	02.08.1952	ДЕП-Т ПО РАБОТЕ С СООТЕЧЕСТВЕННИКАМИ ЗА РУБЕЖОМ 	03.04.2006	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.06.2008	55
САФРОНОВ АЛЕКСАНДР ВАНЦЕТТИЕВИЧ	Сафронов	Александр	Ванцеттиевич	m	slav	63	09.04.1949	ДЕПАРТАМЕНТ АФРИКИ 	26.11.2010	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	26.03.2000	50
СВЕТЛИЧНЫЙ ВЯЧЕСЛАВ ЛЕОНИДОВИЧ	Светличный	Вячеслав	Леонидович	m	slav	62	04.02.1951	ТРЕТИЙ ДЕПАРТАМЕНТ СТРАН СНГ 	05.02.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.02.2008	57
СВЕРЧКОВ АЛЕКСАНДР БОРИСОВИЧ	Сверчков	Александр	Борисович	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
СВИРИДОВ АЛЕКСЕЙ ГРИГОРЬЕВИЧ	Свиридов	Алексей	Григорьевич	m	slav	55	05.06.1957	ГЕНКОНСУЛЬСТВО РОССИИ В СИДНЕЕ, АВСТРАЛИЯ 	23.01.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.06.1999	42
СЕДЫХ ВЛАДИМИР ВАСИЛЬЕВИЧ	Седых	Владимир	Васильевич	m	slav	51	02.02.1962	ТРЕТИЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	30.09.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	14.02.2006	44
СЕЛЕЗНЕВ ВИКТОР АЛЕКСАНДРОВИЧ	Селезнев	Виктор	Александрович	m	slav	62	13.02.1951	ПОСОЛЬСТВО РОССИИ В БРУНЕЙ-ДАРУССАЛАМЕ 	31.07.2009	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	22.05.2002	51
СЕЛИВЕРСТОВ ВЛАДИМИР ВАСИЛЬЕВИЧ	Селиверстов	Владимир	Васильевич	m	slav	58	03.03.1954	ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ПРОТОКОЛА 	05.05.2010	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.04.2008	54
СЕМИВОЛОС ВЛАДЛЕН СТАНИСЛАВОВИЧ	Семиволос	Владлен	Станиславович	m	slav	51	27.11.1961	ДЕП. АЗИАТ.И ТИХООКЕАН. СОТРУДНИЧЕСТВА 	03.05.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.06.2009	47
СЕРАЗЕВ ВАЗЫХ ИБРАГИМОВИЧ	Серазев	Вазых	Ибрагимович	m	arab	63	30.01.1950	ТРЕТИЙ ДЕПАРТАМЕНТ СТРАН СНГ 	01.11.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.07.2010	60
СЕРЕГИН ВЛАДИМИР ИВАНОВИЧ	Серегин	Владимир	Иванович	m	slav	55	19.04.1957	ЧЕТВЕРТЫЙ ДЕПАРТАМЕНТ СТРАН СНГ 	11.01.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.02.2009	51
СИБИЛЕВ ВИКТОР ИВАНОВИЧ	Сибилев	Виктор	Иванович	m	slav	57	01.05.1955	ДЕП-Т ПО РАБОТЕ С СООТЕЧЕСТВЕННИКАМИ ЗА РУБЕЖОМ 	23.03.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	30.03.2006	50
СИМАКИН СЕРГЕЙ АЛЕКСАНДРОВИЧ	Симакин	Сергей	Александрович	m	slav	61	09.04.1951	ПОСТПРЕДСТВО РФ ПРИ УСТАВНЫХ И ДР.ОРГАНАХ СНГ В МИНСКЕ 	21.09.2010	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.06.2008	57
